Qf,Time,X,Y,Alpha,Temp(degC)
540,1,0,0.1,0.01659733369,31.28558204
540,1,0,0.12,0.01659113554,31.27984326
540,1,0,0.14,0.01658499875,31.27416239
540,1,0,0.16,0.01657892332,31.26853943
540,1,0,0.18,0.01657290925,31.26297438
540,1,0,0.2,0.01656695654,31.25746724
540,1,0,0.22,0.01656106518,31.25201801
540,1,0,0.24,0.01655523519,31.24662669
540,1,0,0.26,0.01654946655,31.24129329
540,1,0,0.28,0.01654375927,31.23601779
540,1,0,0.3,0.01653811335,31.23080021
540,1,0,0.32,0.01653252879,31.22564053
540,1,0,0.34,0.01652700559,31.22053877
540,1,0,0.36,0.01652154375,31.21549492
540,1,0,0.38,0.01651614327,31.21050897
540,1,0,0.4,0.01651080414,31.20558094
540,1,0,0.42,0.01650552637,31.20071082
540,1,0,0.44,0.01650030997,31.19589861
540,1,0,0.46,0.01649515492,31.19114431
540,1,0,0.48,0.01649006123,31.18644792
540,1,0,0.5,0.0164850289,31.18180945
540,1,0,0.52,0.0164801156,31.17722888
540,1,0,0.54,0.01647523057,31.17270594
540,1,0,0.56,0.01647041346,31.16824081
540,1,0,0.58,0.01646566036,31.16383349
540,1,0,0.6,0.01646097128,31.15948397
540,1,0,0.62,0.0164563462,31.15519227
540,1,0,0.64,0.01645178514,31.15095838
540,1,0,0.66,0.01650973196,31.1467823
540,1,0,0.68,0.01644285503,31.14266403
540,1,0,0.7,0.016438486,31.13860356
540,1,0,0.72,0.01643418097,31.13460091
540,1,0,0.74,0.01642993996,31.13065607
540,1,0,0.76,0.01642576295,31.12676904
540,1,0,0.78,0.01642164995,31.12293981
540,1,0,0.8,0.01641760097,31.1191684
540,1,0,0.82,0.01641361599,31.1154548
540,1,0,0.84,0.01640969503,31.111799
540,1,0,0.86,0.01640583807,31.10820102
540,1,0,0.88,0.01640204512,31.10466084
540,1,0,0.9,0.01639831619,31.10117848
540,1,0,0.92,0.01639465126,31.09775393
540,1,0,0.94,0.01639105034,31.09438718
540,1,0,0.96,0.01638751344,31.09107825
540,1,0,0.98,0.01638404054,31.08782712
540,1,0,1,0.01638063165,31.08463381
540,1,0,1.02,0.01637728211,31.0814983
540,1,0,1.04,0.01637399602,31.07842047
540,1,0,1.06,0.01637077607,31.07540039
540,1,0,1.08,0.01636761897,31.07243807
540,1,0,1.1,0.01636452471,31.06953351
540,1,0,1.12,0.01636149329,31.06668671
540,1,0,1.14,0.01635852472,31.06389767
540,1,0,1.16,0.01635561899,31.06116639
540,1,0,1.18,0.0163527761,31.05849286
540,1,0,1.2,0.01634999606,31.05587709
540,1,0,1.22,0.01634727885,31.05331909
540,1,0,1.24,0.0163446245,31.05081884
540,1,0,1.26,0.01634203298,31.04837635
540,1,0,1.28,0.01633950431,31.04599161
540,1,0,1.3,0.01633703848,31.04366464
540,1,0,1.32,0.01633463549,31.04139543
540,1,0,1.34,0.01633229535,31.03918397
540,1,0,1.36,0.01633001805,31.03703027
540,1,0,1.38,0.01632780359,31.03493433
540,1,0,1.4,0.01632356321,31.03289615
540,1,0,1.42,0.01632153728,31.03091573
540,1,0,1.44,0.01631957419,31.02899306
540,1,0,1.46,0.01631767395,31.02712816
540,1,0,1.48,0.01631583655,31.02532101
540,1,0,1.5,0.01631405929,31.02357162
540,1,0,1.52,0.01631234482,31.02187999
540,1,0,1.54,0.01631069396,31.020246
540,1,0,1.56,0.01630910535,31.01866973
540,1,0,1.58,0.01630757899,31.01715118
540,1,0,1.6,0.01630611488,31.01569035
540,1,0,1.62,0.01630471301,31.01428724
540,1,0,1.64,0.01630337338,31.01294185
540,1,0,1.66,0.016302096,31.01165418
540,1,0,1.68,0.01630088087,31.01042422
540,1,0,1.7,0.01629972799,31.00925199
540,1,0,1.72,0.01629863735,31.00813748
540,1,0,1.74,0.01629760896,31.00708069
540,1,0,1.76,0.01629664281,31.00608162
540,1,0,1.78,0.01629573891,31.00425663
540,1,0,1.8,0.01629489725,31.00343072
540,1,0,1.82,0.01629411785,31.00266253
540,1,0,1.84,0.01629340069,31.00195205
540,1,0,1.86,0.01629274577,31.0012993
540,1,0,1.88,0.0162921531,31.00070427
540,1,0,1.9,0.01629162268,31.00016696
540,1,0,1.92,0.0162911545,30.99968736
540,1,0,1.94,0.01629074857,30.99926549
540,1,0,1.96,0.01629040489,30.99890134
540,1,0,1.98,0.01629012345,30.9985949
540,1,0,2,0.01628990329,30.99834619
540,1.5,0,0.02,0.0342950691,36.57712187
540,1.5,0,0.04,0.03428257617,36.57115092
540,1.5,0,0.06,0.03427020246,36.56523682
540,1.5,0,0.08,0.03397233986,36.55937957
540,1.5,0,0.1,0.03424581276,36.55357918
540,1.5,0,0.12,0.03423379675,36.54783564
540,1.5,0,0.14,0.03422189998,36.54214895
540,1.5,0,0.16,0.03421012244,36.53651912
540,1.5,0,0.18,0.03419846413,36.53094614
540,1.5,0,0.2,0.03418692506,36.52543002
540,1.5,0,0.22,0.03417550522,36.51997074
540,1.5,0,0.24,0.0341642046,36.51456833
540,1.5,0,0.26,0.03415302323,36.50922276
540,1.5,0,0.28,0.03414196108,36.50393405
540,1.5,0,0.3,0.03413101817,36.4987022
540,1.5,0,0.32,0.03412019449,36.49352719
540,1.5,0,0.34,0.03410949004,36.48840904
540,1.5,0,0.36,0.03409890482,36.48334775
540,1.5,0,0.38,0.03408843884,36.47834331
540,1.5,0,0.4,0.03407809208,36.47339572
540,1.5,0,0.42,0.03406786456,36.46850498
540,1.5,0,0.44,0.03405775628,36.4636711
540,1.5,0,0.46,0.03404776722,36.45889407
540,1.5,0,0.48,0.0340378974,36.4541739
540,1.5,0,0.5,0.03402814681,36.44951058
540,1.5,0,0.52,0.0340185672,36.44490411
540,1.5,0,0.54,0.0340090742,36.44035421
540,1.5,0,0.56,0.03399970944,36.43586107
540,1.5,0,0.58,0.03399046547,36.43142468
540,1.5,0,0.6,0.03398134227,36.42704505
540,1.5,0,0.62,0.03397233986,36.42272217
540,1.5,0,0.64,0.03396345823,36.41845605
540,1.5,0,0.66,0.03418996151,36.41424668
540,1.5,0,0.68,0.0339460573,36.41009407
540,1.5,0,0.7,0.03393753801,36.40599821
540,1.5,0,0.72,0.0339291395,36.40195911
540,1.5,0,0.74,0.03392086177,36.39797676
540,1.5,0,0.76,0.03391270482,36.39405117
540,1.5,0,0.78,0.03390466866,36.39018234
540,1.5,0,0.8,0.03389675327,36.38637026
540,1.5,0,0.82,0.03388895867,36.38261494
540,1.5,0,0.84,0.03388128484,36.37891637
540,1.5,0,0.86,0.0338737318,36.37527455
540,1.5,0,0.88,0.03386629954,36.3716895
