T_Bottom,Time,X,Y,Temp(degC)
100,2,50,1.26,99.72815401
100,2,50,1.28,99.72479259
100,2,50,1.3,99.72144777
100,2,50,1.32,99.71811953
100,2,50,1.34,99.71480788
100,2,50,1.36,99.71151283
100,2,50,1.38,99.70823437
100,2,50,1.4,99.7049725
100,2,50,1.42,99.70172722
100,2,50,1.44,99.69849853
100,2,50,1.46,99.69528643
100,2,50,1.48,99.69209093
100,2,50,1.5,99.68891202
100,2,50,1.52,99.6857497
100,2,50,1.54,99.68259629
100,2,50,1.56,99.67945481
100,2,50,1.58,99.67632527
100,2,50,1.6,99.67320767
100,2,50,1.62,99.670102
100,2,50,1.64,99.66700826
100,2,50,1.66,99.66392646
100,2,50,1.68,99.66085659
100,2,50,1.7,99.65779866
100,2,50,1.72,99.65475266
100,2,50,1.74,99.6517186
100,2,50,1.76,99.64869647
100,2,50,1.78,99.64268802
100,2,50,1.8,99.63970169
100,2,50,1.82,99.6367273
100,2,50,1.84,99.63376485
100,2,50,1.86,99.63081433
100,2,50,1.88,99.62787574
100,2,50,1.9,99.62494909
100,2,50,1.92,99.62203438
100,2,50,1.94,99.61913159
100,2,50,1.96,99.61624075
100,2,50,1.98,99.61336184
100,2,50,2,99.61049486
100,2.5,50,0.02,100
100,2.5,50,0.04,99.99336561
100,2.5,50,0.06,99.98683767
100,2.5,50,0.08,99.98041619
100,2.5,50,0.1,99.97410116
100,2.5,50,0.12,99.96789257
100,2.5,50,0.14,99.96179045
100,2.5,50,0.16,99.95579477
100,2.5,50,0.18,99.94990554
100,2.5,50,0.2,99.94412277
100,2.5,50,0.22,99.93844645
100,2.5,50,0.24,99.93287658
100,2.5,50,0.26,99.92741317
100,2.5,50,0.28,99.9220562
100,2.5,50,0.3,99.91680569
100,2.5,50,0.32,99.91166163
100,2.5,50,0.34,99.90662402
100,2.5,50,0.36,99.90169287
100,2.5,50,0.38,99.89686816
100,2.5,50,0.4,99.89214991
100,2.5,50,0.42,99.88753811
100,2.5,50,0.44,99.88303277
100,2.5,50,0.46,99.87863387
100,2.5,50,0.48,99.87434143
100,2.5,50,0.5,99.87015544
100,2.5,50,0.52,99.8660759
100,2.5,50,0.54,99.86180827
100,2.5,50,0.56,99.85756805
100,2.5,50,0.58,99.85335524
