T_Bottom,Time,X,Y,Temp(degC)
100,3.5,0,0.88,99.792031
100,3.5,0,0.9,99.78822508
100,3.5,0,0.92,99.78444669
100,3.5,0,0.94,99.78069582
100,3.5,0,0.96,99.77697247
100,3.5,0,0.98,99.77327666
100,3.5,0,1,99.76960837
100,3.5,0,1.02,99.7659676
100,3.5,0,1.04,99.76233171
100,3.5,0,1.06,99.75871256
100,3.5,0,1.08,99.75511014
100,3.5,0,1.1,99.75152446
100,3.5,0,1.12,99.74795552
100,3.5,0,1.14,99.74440332
100,3.5,0,1.16,99.74086786
100,3.5,0,1.18,99.73734913
100,3.5,0,1.2,99.73384714
100,3.5,0,1.22,99.73036189
100,3.5,0,1.24,99.72689337
100,3.5,0,1.26,99.7234416
100,3.5,0,1.28,99.72000656
100,3.5,0,1.3,99.71658826
100,3.5,0,1.32,99.7131867
100,3.5,0,1.34,99.70980187
100,3.5,0,1.36,99.70643379
100,3.5,0,1.38,99.70308244
100,3.5,0,1.4,99.69974783
100,3.5,0,1.42,99.69642995
100,3.5,0,1.44,99.69312882
100,3.5,0,1.46,99.68984442
100,3.5,0,1.48,99.68657676
100,3.5,0,1.5,99.68332584
100,3.5,0,1.52,99.68009166
100,3.5,0,1.54,99.67686659
100,3.5,0,1.56,99.67365364
100,3.5,0,1.58,99.6704528
100,3.5,0,1.6,99.66726409
100,3.5,0,1.62,99.66408749
100,3.5,0,1.64,99.66092302
100,3.5,0,1.66,99.65777066
100,3.5,0,1.68,99.65463042
100,3.5,0,1.7,99.6515023
100,3.5,0,1.72,99.64838629
100,3.5,0,1.74,99.64528241
100,3.5,0,1.76,99.64219064
100,3.5,0,1.78,99.63604347
100,3.5,0,1.8,99.63298806
100,3.5,0,1.82,99.62994477
100,3.5,0,1.84,99.62691359
100,3.5,0,1.86,99.62389454
100,3.5,0,1.88,99.6208876
100,3.5,0,1.9,99.61789279
100,3.5,0,1.92,99.61491009
100,3.5,0,1.94,99.61193951
100,3.5,0,1.96,99.60898105
100,3.5,0,1.98,99.6060347
100,3.5,0,2,99.60310048
100,4,0,0.02,100
100,4,0,0.04,99.99333157
100,4,0,0.06,99.98676982
100,4,0,0.08,99.98031477
100,4,0,0.1,99.9739664
100,4,0,0.12,99.96772473
100,4,0,0.14,99.96158974
100,4,0,0.16,99.95556144
100,4,0,0.18,99.94963984
100,4,0,0.2,99.94382492
100,4,0,0.22,99.93811669
100,4,0,0.24,99.93251515
100,4,0,0.26,99.92702031
100,4,0,0.28,99.92163215
100,4,0,0.3,99.91635068
100,4,0,0.32,99.9111759
100,4,0,0.34,99.90610781
100,4,0,0.36,99.90114641
100,4,0,0.38,99.8962917
100,4,0,0.4,99.89154367
100,4,0,0.42,99.88690234
